X5,X2,X3,X4,X6,X1,X10,X7,X8,X9,X11,X12,X15,X13,X14,Y
151,31,24,454,912,3227,1003,206,180,100,0.22,-837,, FC11, CA42,Toyota
96,60,29,210,240,2771,1717,228,167,52,0.94,-542,, FC11, CA49,BMW
145,84,16,390,595,2366,1734,241,211,95,0.15,-362,, FC14, CA26,Mercedes
0,84,2,0,4694,2951,2296,222,235,149,0.84,519,, FC11, CA43,BMW
30,209,17,216,4986,2880,4323,206,253,179,0.79,747,, FC11, CA50,Ford
84,51,20,335,840,2282,854,226,192,92,0.45,-171,, FC14, CA26,Honda
104,108,28,201,2132,2846,481,254,194,47,0.07,-792,, FC13, CA33,BMW
24,30,22,234,960,2326,153,207,186,106,0.22,371,, FC14, CA26,Honda
80,63,10,499,810,3322,1236,229,220,123,0.95,-745,, FC13, CA59,GMC
37,268,34,60,1463,2112,789,115,230,242,0.52,-628,, FC14, CA30,Honda
0,274,12,0,2644,2964,779,187,243,195,0.83,-54,R1, FC13, CA53,Toyota
159,99,21,404,1116,2340,1262,249,206,75,0.97,-53,, FC14, CA26,Mercedes
0,130,17,0,514,2039,633,246,228,105,0.61,-777,R1, FC14, CA23,Mercedes
62,85,19,134,150,2718,1896,244,203,81,0.93,-198,, FC11, CA50,BMW
197,67,22,600,626,2871,2391,236,192,77,0.51,-24,R1, FC11, CA44,BMW
5,173,9,272,1806,2896,1315,226,245,151,0.33,473,, FC13, CA52,BMW
166,,16,882,1842,3183,2335,193,210,153,0.19,81,, FC13, CA44,Toyota
5,313,10,42,750,2046,671,194,233,179,0.87,378,, FC14, CA37,Mercedes
66,218,12,454,4066,3293,2222,207,251,179,0.31,575,, FC11, CA43,GMC
48,96,9,297,120,2531,1880,234,228,125,0.2,559,, FC14, CA26,Honda
129,92,26,268,283,2782,1890,249,191,54,0.98,996,, FC11, CA50,BMW
37,190,9,228,949,2520,967,220,248,161,0.1,816,, FC13, CA22,Honda
52,161,17,361,553,2656,162,235,242,132,0.89,-300,, FC13, CA24,Honda
215,311,20,1041,1470,3325,2854,164,222,197,0.74,-429,, FC13, CA51,Toyota
43,139,24,90,1415,2201,785,248,225,91,0.67,787,, FC14, CA23,Mercedes
143,64,24,484,511,2817,2375,233,184,70,0.67,-477,, FC11, CA44,BMW
0,54,6,0,2337,2719,2349,224,227,138,0.49,-47,, FC13, CA31,BMW
6,328,9,30,1341,2141,1410,199,230,171,0.79,-283,, FC14, CA37,Mercedes
78,110,28,212,1068,2262,1242,254,197,52,0.41,-988,, FC14, CA23,Mercedes
0,19,11,0,420,2027,525,212,217,141,0.62,89,R2, FC14, CA34,Mercedes
91,8,15,408,1761,3318,3004,202,209,143,0.51,355,R2, FC11, CA59,Toyota
139,115,26,297,914,2333,1423,254,204,60,0.84,441,, FC14, CA23,Mercedes
11,34,16,85,4354,3126,3524,216,203,118,0.47,-791,, FC11, CA42,Toyota
165,59,19,277,1254,2837,797,231,197,91,0.35,391,, FC13, CA33,BMW
153,282,25,247,285,2433,1702,142,232,225,0.67,138,, FC14, CA30,Honda
20,237,17,390,1242,2314,815,187,253,200,0.78,-548,, FC14, CA22,Mercedes
48,180,12,258,914,2342,514,224,247,154,0.14,-694,R3, FC14, CA26,Mercedes
0,17,16,0,1224,2292,1215,206,206,134,0.14,-253,, FC14, CA30,Mercedes
3,87,10,30,765,2071,912,235,224,119,0.12,203,, FC14, CA23,Mercedes
8,50,8,120,2754,3331,2442,224,222,132,0.14,-773,, FC11, CA49,GMC
0,87,20,0,30,1950,127,245,203,0,0.16,674,, FC14, CA21,Honda
0,0,5,0,1123,2106,582,213,231,156,0.86,602,, FC14, CA23,Mercedes
4,185,6,42,1515,3063,573,221,244,158,0.59,-717,, FC11, CA43,Toyota
-1,89,14,60,648,2801,228,240,217,104,0.15,470,, FC11, CA50,BMW
13,31,14,124,1712,2813,1638,216,209,126,0.13,-82,, FC13, CA51,BMW
45,105,23,150,573,2266,1718,251,206,71,0.73,255,, FC14, CA23,Mercedes
14,145,13,134,430,3122,1900,238,238,128,0.28,-134,, FC11, CA42,Toyota
212,105,22,497,3602,3241,2042,250,207,74,0.39,679,, FC13, CA52,Toyota
232,274,35,258,283,2125,228,109,224,243,0.19,708,, FC14, CA30,Honda
73,247,12,216,834,2363,503,195,249,191,0.76,-738,, FC14, CA26,Mercedes
7,316,25,134,564,2320,484,146,210,200,0.29,-743,, FC14, CA30,Honda
36,8,41,518,582,2193,805,140,126,97,0.93,664,, FC14, CA30,Honda
-28,10,17,306,1249,3066,313,200,204,138,0.45,-530,, FC13, CA44,Toyota
78,52,6,256,883,3256,1698,223,227,140,0.63,-902,, FC11, CA43,Toyota
2,39,16,95,1630,3139,150,219,202,113,0.48,163,, FC11, CA43,Toyota
123,240,5,510,875,2429,1234,210,244,172,0.98,528,R1, FC14, CA26,Honda
61,111,26,234,300,2312,876,253,202,59,0.11,-251,R2, FC14, CA23,Honda
32,285,8,636,3645,3313,1396,198,240,182,0,734,, FC11, CA59,Toyota
54,188,13,212,1342,2593,1905,220,249,160,0.76,-92,, FC13, CA24,Honda
36,130,23,175,2187,2832,1329,250,220,84,0.26,193,, FC13, CA33,BMW
118,198,25,228,1127,2802,1777,204,252,170,0.21,-887,, FC13, CA24,BMW
101,83,6,551,4011,2893,5755,229,230,135,0.24,-629,, FC11, CA32,Ford
17,75,5,134,810,2490,5218,227,230,137,0.86,896,, FC11, CA38,BMW
11,184,22,30,2248,3168,1441,219,249,152,0.05,293,, FC13, CA43,Toyota
23,155,17,170,323,2907,942,237,239,126,0.11,338,, FC13, CA33,BMW
29,105,8,242,626,2816,216,234,230,128,0.77,733,R2, FC11, CA49,BMW
0,,7,0,3403,3241,2012,217,225,145,0.85,782,, FC11, CA49,Toyota
64,90,29,162,890,2810,1317,249,180,38,0.96,338,, FC13, CA33,BMW
61,28,24,124,420,2326,589,203,179,102,0.22,-464,, FC14, CA30,Honda
29,,22,134,872,3112,1047,251,214,79,0.28,-517,, FC11, CA50,Toyota
3,70,5,270,853,3258,1826,225,230,140,0.92,138,R3, FC11, CA43,Toyota
0,288,10,0,1579,2715,1063,193,239,186,0,-953,, FC13, CA43,BMW
5,253,18,30,1992,2849,1276,178,249,208,0.04,489,, FC13, CA43,BMW
71,325,20,446,1897,2820,997,165,213,186,0.35,-220,, FC13, CA30,BMW
153,83,11,408,576,2374,1758,236,220,114,0.01,146,R3, FC14, CA26,Mercedes
183,128,32,433,1188,2309,684,252,201,50,1,748,, FC14, CA23,Mercedes
31,153,35,90,1597,2211,90,237,218,80,0.36,87,, FC14, CA23,Honda
0,96,7,0,3742,3264,3744,232,230,131,0.84,838,, FC11, CA58,GMC
-3,166,8,30,1423,2555,1087,227,243,149,0.06,-51,, FC13, CA37,BMW
103,305,28,212,1008,2314,108,134,213,214,0.67,520,, FC14, CA30,Honda
182,98,19,384,841,2379,1523,248,209,81,0.06,202,, FC14, CA26,Mercedes
15,346,20,67,1549,2721,1276,178,205,163,0.24,-44,, FC13, CA30,BMW
0,,20,0,760,2186,1031,218,193,101,0.83,-668,, FC14, CA30,Mercedes
0,347,13,0,180,1948,558,194,218,162,0.77,193,, FC14, CA30,Honda
98,269,15,309,953,2792,1943,181,244,202,0.41,-21,, FC13, CA24,BMW
31,133,31,67,1128,2151,488,251,208,61,0.91,730,, FC14, CA23,Mercedes
16,126,24,42,779,2103,120,251,216,78,0.8,454,, FC14, CA23,Mercedes
-33,99,22,277,488,2974,966,250,204,71,0.53,161,, FC11, CA49,Toyota
13,230,7,67,1664,2900,1504,209,247,175,0.03,723,, FC13, CA52,BMW
90,332,24,306,859,2577,1154,156,202,180,0.45,418,R2, FC14, CA30,Honda
0,61,12,0,295,2032,547,230,214,115,0.48,59,, FC14, CA21,Mercedes
105,344,8,600,5201,3024,5764,203,227,163,0.96,180,, FC11, CA32,Toyota
82,75,20,285,430,2839,1350,239,199,82,0.16,-953,, FC11, CA50,BMW
177,326,35,295,1266,2327,730,116,180,191,0.83,-867,, FC14, CA30,Honda
31,108,32,60,655,2103,30,254,184,31,0.91,-311,, FC14, CA23,Mercedes
0,71,15,0,1698,3231,2708,236,210,102,0.34,585,R2, FC11, CA49,Toyota
0,53,12,0,255,2006,366,227,215,120,0.42,147,, FC14, CA37,Mercedes
122,60,27,335,361,2801,1900,229,172,59,0.84,440,, FC11, CA49,BMW
78,115,34,150,404,2319,1888,254,186,30,0,746,, FC14, CA23,Mercedes
116,155,17,450,713,2954,2096,238,239,126,0.6,442,, FC13, CA53,BMW
233,337,12,437,902,2358,1385,195,224,168,0.09,18,, FC14, CA26,Honda
170,325,20,313,420,2172,95,167,214,185,0.63,820,, FC14, CA25,Honda
54,338,19,743,2284,3342,987,175,210,171,0.56,-655,R2, FC13, CA52,Toyota
5,355,10,30,1698,3198,540,203,222,157,0.76,-87,, FC11, CA43,Toyota
0,152,5,0,1965,2821,2473,226,240,149,0.57,211,, FC13, CA37,BMW
-100,,26,511,553,2912,1820,253,199,57,0.03,-990,, FC11, CA50,BMW
59,270,10,190,2416,2780,180,194,244,189,0.46,-107,, FC13, CA53,Toyota
69,45,7,503,3558,3260,2531,222,225,138,0.91,665,, FC11, CA60,Toyota
47,212,13,531,2512,2889,1902,209,252,177,0.63,373,, FC13, CA46,BMW
59,234,22,150,1006,2753,1860,178,253,207,0.79,-452,, FC13, CA24,BMW
0,,7,0,30,1931,433,213,247,0,0.95,89,, FC14, CA21,Honda
75,279,33,120,1463,2151,830,113,223,239,0.75,272,, FC14, CA30,Honda
25,309,30,60,3448,3376,1465,126,205,212,0.6,184,, FC11, CA59,Toyota
7,2,18,85,1449,2833,1048,193,204,147,0.79,699,, FC13, CA51,BMW
0,275,8,30,1256,2084,541,199,242,182,0.84,855,, FC14, CA37,Mercedes
41,198,17,127,1084,2532,1234,212,252,169,0.09,857,, FC13, CA24,Honda
83,223,12,969,2370,2860,1535,204,251,183,0.01,-716,, FC13, CA37,BMW
35,166,20,153,480,2741,655,232,242,132,0.84,-187,, FC11, CA50,BMW
91,108,14,366,1752,2845,860,243,223,107,0.41,-199,, FC13, CA33,BMW
114,131,30,218,726,2201,150,252,208,61,0.08,657,, FC14, CA23,Mercedes
0,63,12,95,3443,3252,3855,230,216,117,0.08,-672,, FC11, CA58,GMC
28,,25,67,474,2253,1826,253,210,70,0.45,84,R3, FC14, CA23,Mercedes
128,288,21,247,5224,2955,4968,156,233,215,0.17,-57,, FC11, CA44,Ford
93,113,32,190,467,2318,1825,254,189,35,0.44,-864,, FC14, CA23,Mercedes
-12,161,11,60,3413,3221,1392,231,243,142,0.11,-604,, FC13, CA43,Toyota
143,236,14,335,1073,2449,1319,195,251,192,0.67,520,, FC14, CA26,Honda
199,41,9,433,808,2396,1544,221,220,133,0.37,62,R1, FC14, CA26,Mercedes
56,39,23,210,390,2035,450,214,183,93,0.52,-651,, FC14, CA26,Honda
0,76,8,0,1323,2697,684,230,226,128,0.16,-377,, FC13, CA51,BMW
74,27,19,277,1401,2383,335,209,197,119,0.83,202,, FC14, CA30,Honda
51,61,25,379,700,2341,335,231,181,68,0.44,763,, FC14, CA30,Mercedes
-19,164,14,255,2201,3155,331,232,243,139,0.73,404,, FC13, CA51,Toyota
21,94,23,120,680,2228,1613,249,199,66,0.11,-822,, FC14, CA23,Mercedes
0,114,24,0,1215,2085,503,252,209,70,0.35,728,, FC14, CA37,Mercedes
10,,17,42,4403,3342,4068,193,207,150,0.83,-960,, FC11, CA58,GMC
90,60,9,484,811,3320,1206,227,221,127,0.24,-657,, FC13, CA59,GMC
184,85,32,295,576,2256,234,246,170,28,0.66,67,, FC14, CA23,Mercedes
51,141,32,85,1188,2232,1104,247,212,67,0.07,84,, FC14, CA23,Mercedes
0,21,7,0,2802,3356,2222,215,224,146,0.09,700,, FC11, CA58,GMC
5,116,13,30,811,2260,560,242,227,112,0.57,-827,R3, FC14, CA24,Mercedes
0,47,8,0,150,2004,300,223,223,135,0.75,434,, FC14, CA37,Mercedes
0,101,4,0,3069,3057,5740,226,234,144,1,917,, FC11, CA40,Toyota
14,136,14,85,1714,3112,3189,240,234,120,0.85,-909,, FC13, CA53,Toyota
14,324,25,42,170,2316,201,151,205,190,0.02,30,, FC14, CA30,Honda
135,280,22,390,330,2431,886,156,237,218,0.62,-568,R2, FC14, CA31,Honda
20,,17,85,5280,3087,2763,226,202,103,0.67,-738,, FC11, CA42,Toyota
-8,80,7,67,706,2525,916,229,228,133,0.28,-749,, FC11, CA36,Toyota
40,65,13,120,4507,3266,1242,232,212,110,0.26,822,, FC11, CA49,Toyota
2,148,14,60,480,3118,2147,238,238,128,0.2,-60,, FC11, CA43,Toyota
0,46,15,0,1544,2218,301,224,207,114,0.22,525,, FC14, CA34,Mercedes
0,116,14,0,514,2761,277,244,226,107,0.32,919,, FC11, CA50,BMW
109,45,24,295,1218,2344,994,219,181,86,0.65,-523,, FC14, CA30,Honda
230,150,18,458,1875,2981,883,241,236,118,0.31,254,, FC13, CA33,BMW
90,,12,417,443,2544,594,235,240,133,0.99,994,, FC13, CA24,Honda
127,267,21,384,966,2822,1889,163,243,217,0.82,23,, FC13, CA24,BMW
175,111,30,301,3789,3212,2711,254,193,43,0.44,-292,, FC13, CA53,Toyota
0,8,7,0,384,2306,836,212,226,152,0.56,429,, FC14, CA24,Mercedes
86,50,24,306,331,2754,2218,223,180,78,0.92,351,, FC11, CA49,BMW
40,,22,120,1621,2624,2646,235,240,124,0.18,-765,, FC13, CA24,Honda
100,50,28,124,212,2173,552,219,167,64,0.44,356,, FC14, CA21,Honda
96,178,18,255,1158,2276,1165,225,248,149,0.18,118,, FC14, CA23,Mercedes
52,353,17,201,912,2502,379,190,209,156,0.45,874,, FC14, CA26,Honda
54,,30,150,175,2729,1682,236,168,42,0.57,-845,R3, FC11, CA49,BMW
151,207,33,277,1087,2271,524,180,248,182,0.22,751,, FC14, CA23,Mercedes
-15,217,24,430,636,2314,778,188,254,193,0.63,797,, FC14, CA21,Honda
31,266,24,379,1218,2325,785,151,242,225,0.07,138,, FC14, CA22,Mercedes
117,75,31,162,391,2168,300,239,166,35,0.85,-935,, FC14, CA30,Mercedes
109,67,28,242,256,2800,1369,235,173,51,0.16,877,, FC11, CA49,BMW
149,355,14,330,1034,3008,3471,196,214,155,0.8,-746,, FC13, CA44,Toyota
3,151,8,216,3874,3317,2522,231,240,141,0.55,907,, FC11, CA58,GMC
51,130,11,240,616,2906,1106,239,234,123,0.02,829,, FC13, CA52,BMW
-9,120,8,150,3616,3252,3891,234,234,132,0.21,379,R2, FC11, CA58,GMC
0,34,9,0,1537,2244,1080,219,221,137,0.97,421,, FC14, CA37,Honda
41,315,15,175,1650,2757,1168,177,226,188,0.32,29,, FC13, CA30,BMW
108,270,33,201,1489,2189,765,116,229,241,0.04,677,, FC14, CA30,Honda
0,78,22,0,808,2222,1077,242,193,70,0.87,-326,, FC14, CA24,Mercedes
19,343,25,42,108,2026,391,160,192,165,0.39,-897,, FC14, CA37,Honda
4,,3,134,3448,3233,1896,225,236,145,0.45,448,, FC11, CA58,GMC
37,20,11,457,3209,3209,2739,212,217,140,0.89,-582,, FC13, CA52,Toyota
97,79,10,366,335,2465,418,234,222,119,0.63,868,, FC14, CA22,Honda
2,124,7,30,3842,3281,3613,232,235,136,0.3,-196,, FC11, CA58,GMC
11,19,20,124,518,2118,603,201,194,124,0.91,599,, FC14, CA30,Honda
22,221,19,95,1326,2565,1176,194,254,191,0.01,-453,R2, FC13, CA24,Honda
77,108,37,124,646,2149,42,253,170,9,0.98,2,, FC14, CA23,Mercedes
0,33,14,0,532,2316,454,216,208,124,0.97,371,, FC14, CA37,Mercedes
13,124,17,95,4252,2887,3273,246,226,102,0.02,904,, FC11, CA49,Toyota
6,85,15,30,1194,2365,674,241,212,97,0.75,430,, FC14, CA26,Mercedes
26,137,32,60,836,2126,175,249,209,61,0.95,-173,, FC14, CA23,Mercedes
-6,60,11,30,1045,2661,1996,229,216,119,0.95,-437,, FC11, CA49,BMW
0,191,7,0,424,2253,499,220,246,161,0.07,-690,, FC14, CA30,Mercedes
49,66,21,108,127,2844,1237,235,192,78,0.61,975,R2, FC11, CA49,Toyota
99,,6,390,1936,3100,2825,221,226,140,0.61,925,, FC13, CA52,Toyota
60,,10,150,1003,2317,824,219,248,162,0.61,-703,R3, FC14, CA26,Honda
12,,32,30,108,2008,295,161,250,210,0.23,-810,, FC14, CA25,Honda
109,322,22,417,4482,3284,1323,158,212,191,0.15,-118,, FC11, CA58,GMC
243,146,25,443,1931,2988,815,245,227,96,0.74,22,, FC13, CA33,BMW
80,22,24,201,4268,3264,1343,197,182,112,0.08,-375,R2, FC11, CA58,GMC
0,,11,0,1033,2175,525,194,225,169,0.36,921,, FC14, CA34,Mercedes
195,,27,283,1003,2308,446,243,227,94,0.92,645,, FC14, CA23,Mercedes
-3,50,11,150,1999,2941,3146,225,215,123,0.08,550,, FC13, CA46,Toyota
23,88,16,190,6095,2962,3811,242,212,95,0.97,-470,, FC11, CA44,Toyota
16,304,28,90,1233,2308,1006,132,213,215,0.52,-374,, FC14, CA30,Honda
113,71,11,633,1584,3188,2568,233,218,115,0.04,-625,, FC13, CA52,Toyota
8,258,20,108,5066,2921,1539,168,247,215,0.67,-339,, FC11, CA49,BMW
0,,6,0,569,2742,2479,223,227,139,0.9,-718,, FC13, CA37,BMW
212,243,23,366,955,2325,454,167,251,216,0.95,-626,, FC14, CA23,Mercedes
13,170,13,85,1020,2727,446,229,245,146,0.14,-470,, FC13, CA22,Honda
2,97,16,30,706,2078,85,244,215,95,0.11,666,, FC14, CA23,Mercedes
0,268,18,0,1388,2101,842,172,244,210,0.35,84,, FC14, CA37,Mercedes
67,,31,216,990,2260,1348,159,165,130,0.45,869,, FC14, CA30,Honda
95,75,49,170,175,2760,1379,219,99,0,0.81,-294,, FC11, CA50,BMW
0,339,11,0,895,2193,1403,196,224,167,0.3,127,R2, FC14, CA24,Mercedes
77,97,34,150,2179,2810,421,251,170,17,0.75,536,, FC13, CA33,BMW
-70,119,22,335,1410,3149,2263,251,215,81,0.35,-310,, FC11, CA42,Toyota
10,40,7,153,930,2507,5221,221,224,138,0.32,724,, FC11, CA38,BMW
0,76,7,0,702,2708,2125,229,227,131,0.85,984,, FC13, CA37,BMW
91,174,23,272,600,2797,577,226,245,138,0.1,71,, FC11, CA50,BMW
4,310,4,108,5042,3170,2685,209,237,166,0.73,-639,, FC11, CA43,Toyota
-26,297,30,228,433,2248,573,123,215,225,0.23,543,, FC14, CA30,Honda
54,31,21,216,272,2047,277,210,190,109,0.02,549,, FC14, CA25,Honda
19,,12,153,497,2545,959,235,219,114,0.9,-906,, FC14, CA26,Honda
21,173,14,182,2202,2655,2486,228,246,147,0.88,-591,, FC13, CA24,Honda
0,,14,0,1167,2152,924,223,210,118,0.04,-929,, FC14, CA37,Mercedes
-3,94,7,30,2112,2608,2249,231,230,132,0.63,919,, FC13, CA31,Honda
78,,17,342,3120,3150,2503,182,214,171,1,844,, FC13, CA51,Toyota
0,261,9,0,2063,2884,1400,199,245,185,0.82,548,, FC13, CA43,BMW
65,347,5,765,2080,3119,2493,210,231,160,0.79,-479,, FC13, CA52,Toyota
0,68,13,0,1080,2263,939,233,214,111,0.5,-758,, FC14, CA26,Mercedes
36,320,26,85,1366,2273,720,144,205,196,0.1,467,, FC14, CA30,Honda
0,59,13,0,1006,2308,872,229,213,115,0.79,-817,, FC14, CA34,Mercedes
75,119,32,150,277,2316,1784,254,195,42,0.66,197,, FC14, CA23,Mercedes
29,121,35,361,1104,2323,636,253,188,30,0.73,227,, FC14, CA23,Mercedes
29,78,10,335,5320,3001,6310,234,221,118,0.62,-531,, FC11, CA32,Toyota
53,,30,150,1380,3115,395,209,161,68,0.93,829,, FC11, CA42,Toyota
91,25,10,362,5075,3294,218,215,219,139,0.59,-7,, FC11, CA58,Toyota
175,18,32,247,832,2336,488,178,157,99,0.9,-230,, FC14, CA26,Honda
102,110,31,192,3010,3225,3268,254,190,39,0.2,-741,, FC11, CA49,Toyota
0,74,18,0,283,2320,1222,238,204,91,0.53,836,, FC14, CA21,Mercedes
50,123,18,216,1514,2611,1015,247,224,99,0.43,-204,, FC13, CA24,Honda
132,12,28,218,426,2183,306,181,172,117,0.84,-633,, FC14, CA30,Honda
19,24,8,285,85,2718,767,216,222,143,0.05,-485,R1, FC13, CA37,BMW
0,351,6,30,1022,2186,1276,209,229,159,0.29,-813,, FC14, CA24,Mercedes
0,151,24,0,1477,2212,937,242,231,104,0.7,835,, FC14, CA37,Mercedes
205,344,14,400,1138,2877,685,192,218,164,0.61,545,, FC13, CA52,BMW
49,168,13,270,2866,3267,2437,230,245,143,0.45,-61,, FC11, CA49,GMC
203,163,27,430,1869,2954,895,233,235,113,0.65,-977,, FC13, CA33,BMW
125,,27,256,600,2492,755,246,182,47,0.85,-371,, FC14, CA30,Honda
45,264,23,182,1608,2784,2312,157,244,222,0.67,-266,, FC13, CA33,BMW
-1,103,11,60,2671,3180,2869,239,225,115,0.88,286,, FC13, CA53,Toyota
8,2,8,124,5555,3214,924,209,225,154,0.41,-815,, FC11, CA42,Toyota
79,136,26,150,1440,2237,830,249,219,81,0.23,-675,, FC14, CA23,Mercedes
0,45,8,0,255,2270,379,223,223,135,0.51,965,R3, FC14, CA30,Mercedes
0,50,4,0,2047,3137,2568,221,231,146,0.31,-317,, FC11, CA49,GMC
0,357,10,30,780,2894,2701,205,222,155,0.14,-471,, FC11, CA42,Toyota
37,143,7,234,2713,3256,2589,231,239,140,0.82,-573,, FC11, CA49,GMC
-7,96,17,30,458,2744,351,245,214,92,0.33,453,, FC11, CA50,BMW
52,355,6,537,1885,3125,2589,211,230,157,0.29,151,, FC13, CA52,Toyota
48,205,17,192,3461,3299,510,207,253,176,0.16,-976,, FC13, CA51,Toyota
39,212,9,437,1909,2796,2014,213,249,172,0.25,631,, FC13, CA37,BMW
0,135,2,0,3056,2846,2349,222,238,152,0.97,948,, FC11, CA43,Toyota
204,,27,391,1931,2955,830,245,225,91,0.73,666,, FC13, CA33,BMW
52,15,15,371,1822,2801,1082,206,209,138,0.18,-608,, FC13, CA30,BMW
120,88,32,210,210,2768,2519,248,169,25,0.8,246,, FC11, CA50,BMW
7,75,9,30,2103,3098,1965,232,223,123,0.1,159,, FC11, CA43,Toyota
-24,284,22,306,180,2438,582,155,234,217,0.19,385,, FC14, CA30,Honda
4,101,8,30,5242,3014,2413,233,230,129,0.84,877,, FC11, CA43,Toyota
3,,9,42,1931,2739,799,197,243,185,0.57,-541,, FC13, CA51,BMW
8,13,20,30,4094,3202,1376,197,196,131,0.98,334,, FC11, CA58,GMC
18,321,12,120,2036,3120,730,189,228,179,0.6,-768,R3, FC13, CA43,Toyota
0,43,12,0,930,2343,1458,222,213,123,0.13,-523,, FC14, CA25,Mercedes
11,103,20,42,633,2222,1682,249,211,82,0.37,790,, FC14, CA23,Mercedes
60,180,3,566,4673,3239,2726,220,241,156,0.92,37,, FC11, CA58,Toyota
1,138,14,309,849,2641,607,241,234,119,0.56,-436,, FC13, CA22,Honda
37,99,14,127,1150,2537,1052,242,221,106,0.88,673,R1, FC13, CA24,Honda
-14,301,10,30,1452,2208,984,193,236,183,0.38,339,, FC14, CA30,Honda
12,,5,170,1579,2568,1725,208,232,163,0.28,892,, FC13, CA22,BMW
34,117,27,85,1018,2221,1273,254,204,60,0.57,-611,, FC14, CA23,Mercedes
7,66,6,95,900,2498,5357,227,227,135,0.67,283,, FC11, CA38,BMW
0,139,22,0,764,2205,379,247,227,97,0.49,589,, FC14, CA24,Mercedes
50,304,40,85,1332,2146,938,83,185,225,0.96,-357,, FC14, CA30,Honda
104,224,22,362,1744,2843,2160,186,254,198,0.51,-819,, FC13, CA33,BMW
3,,16,30,1511,3078,3055,246,221,98,0.66,6,, FC13, CA43,Toyota
144,230,29,499,541,2187,942,161,251,213,0.58,-149,, FC14, CA21,Honda
29,125,31,67,912,2223,1379,253,201,50,0.27,391,, FC14, CA23,Mercedes
112,64,20,255,1284,2248,691,234,195,85,0.96,-338,, FC14, CA30,Mercedes
8,33,12,60,1747,3246,2766,218,214,131,0.43,-799,, FC11, CA49,Toyota
244,76,26,778,2114,3478,1687,241,181,54,0.53,-310,, FC11, CA60,Toyota
94,196,16,295,1103,2381,1087,215,252,166,0.78,331,, FC14, CA23,Honda
124,101,16,474,1440,2287,987,245,217,97,0.07,527,R1, FC14, CA22,Mercedes
0,3,9,0,1207,2117,514,208,223,152,0.62,-393,, FC14, CA23,Mercedes
23,117,16,127,2241,2819,1276,246,223,101,0.35,834,, FC13, CA33,BMW
-7,269,10,42,1956,2836,1237,195,244,188,0,-925,, FC13, CA43,BMW
0,351,6,0,816,2139,1538,210,230,159,0.9,-941,, FC14, CA37,Mercedes
111,133,24,216,1410,2269,816,250,221,85,0.49,-83,, FC14, CA23,Mercedes
0,108,1,30,5530,2975,2287,220,237,154,0.01,-604,, FC11, CA43,Toyota
49,,15,182,926,2745,1935,200,253,187,0.96,102,, FC13, CA24,BMW
82,114,23,192,3339,2768,5972,252,209,71,0.74,528,, FC11, CA50,BMW
84,,20,360,1917,3305,3375,178,252,208,0.23,526,, FC11, CA49,Toyota
165,227,8,949,2958,3367,1245,209,248,176,0.77,-215,, FC13, CA58,Toyota
0,174,9,0,1290,2298,892,226,245,152,0.51,954,, FC14, CA37,Mercedes
150,81,33,242,247,2808,2102,243,164,24,0.44,-693,, FC11, CA50,BMW
-20,269,9,180,3491,3198,1588,196,244,187,0.82,363,, FC11, CA42,Toyota
0,57,10,0,1275,2349,592,227,220,126,0.43,555,R3, FC14, CA26,Mercedes
0,,17,0,1332,2727,2278,226,202,103,0.45,-495,, FC11, CA43,BMW
37,332,24,247,604,2198,577,156,201,179,0.91,-811,, FC14, CA30,Honda
109,,19,247,277,2741,541,249,214,85,0.36,951,, FC11, CA50,BMW
44,124,26,95,1068,2301,882,253,210,67,0.66,-413,, FC14, CA26,Honda
46,54,6,134,150,2719,1965,224,226,137,0.24,712,, FC11, CA49,BMW
0,188,5,67,1259,3108,1668,220,244,159,0.41,691,, FC13, CA52,Toyota
65,71,13,300,330,2739,2264,234,214,110,0.47,-922,, FC11, CA49,BMW
3,45,13,30,3046,3060,5768,223,211,120,0.63,-315,, FC11, CA49,Toyota
12,331,14,67,1543,2725,1276,186,222,175,0.31,-956,, FC13, CA30,BMW
52,230,30,379,721,2382,731,159,250,213,0.97,601,, FC14, CA21,Honda
85,328,30,150,540,2257,510,133,189,187,0.29,-269,, FC14, CA22,Honda
144,65,33,210,201,2206,361,229,155,31,0.35,-503,, FC14, CA21,Honda
4,114,6,30,4701,2931,2030,232,233,135,0.54,-447,, FC11, CA43,BMW
4,2,7,30,1744,3179,437,210,226,154,0.21,139,, FC11, CA43,Toyota
58,0,5,201,942,2352,577,213,231,156,0.12,119,, FC14, CA26,Mercedes
11,134,21,42,1061,2195,1230,248,225,94,0.71,99,, FC14, CA23,Mercedes
51,210,8,309,3946,3278,2421,214,247,169,0.26,147,R1, FC11, CA43,GMC
0,338,11,0,1224,2169,819,195,224,168,0.33,854,, FC14, CA37,Mercedes
112,199,22,255,1200,2293,1123,207,253,171,0.78,-263,, FC14, CA23,Mercedes
66,155,5,395,182,2328,495,226,240,149,0.56,798,, FC14, CA24,Honda
99,113,23,212,1290,2235,684,252,208,70,0.12,-221,, FC14, CA23,Mercedes
-35,213,13,180,2075,3094,3640,207,252,178,0.42,-327,, FC11, CA49,Toyota
0,319,14,0,3315,2990,1208,183,226,183,0.82,112,, FC13, CA43,Toyota
6,277,9,175,785,3066,1860,195,242,187,0.08,-312,, FC12, CA44,Toyota
8,49,28,30,1487,2249,953,218,167,65,0.73,698,, FC14, CA37,Mercedes
